placed | OrderID: 1
shipped | OrderID: 605
placed | OrderID: 608
shipped | OrderID: 606
placed | OrderID: 609
shipped | OrderID: 607
placed | OrderID: 610
shipped | OrderID: 608
shipped | OrderID: 609
placed | OrderID: 611
placed | OrderID: 612
shipped | OrderID: 610
placed | OrderID: 613
shipped | OrderID: 611
placed | OrderID: 614
shipped | OrderID: 612
placed | OrderID: 615
shipped | OrderID: 613
placed | OrderID: 616
shipped | OrderID: 614
placed | OrderID: 617
shipped | OrderID: 615
placed | OrderID: 618
shipped | OrderID: 616
placed | OrderID: 619
shipped | OrderID: 617
placed | OrderID: 620
shipped | OrderID: 618
placed | OrderID: 621
shipped | OrderID: 619
placed | OrderID: 622
shipped | OrderID: 620
placed | OrderID: 623
placed | OrderID: 624
shipped | OrderID: 621
placed | OrderID: 625
shipped | OrderID: 622
shipped | OrderID: 623
placed | OrderID: 626
placed | OrderID: 627
shipped | OrderID: 624
placed | OrderID: 628
shipped | OrderID: 625
placed | OrderID: 629
shipped | OrderID: 626
shipped | OrderID: 627
placed | OrderID: 630
shipped | OrderID: 628
placed | OrderID: 631
shipped | OrderID: 629
placed | OrderID: 632
shipped | OrderID: 630
placed | OrderID: 633
shipped | OrderID: 631
placed | OrderID: 634
placed | OrderID: 635
placed | OrderID: 636
shipped | OrderID: 632
shipped | OrderID: 633
placed | OrderID: 637
shipped | OrderID: 634
placed | OrderID: 638
shipped | OrderID: 635
shipped | OrderID: 636
placed | OrderID: 639
placed | OrderID: 640
shipped | OrderID: 637
placed | OrderID: 641
shipped | OrderID: 638
placed | OrderID: 642
shipped | OrderID: 639
shipped | OrderID: 640
placed | OrderID: 643
shipped | OrderID: 641
placed | OrderID: 644
shipped | OrderID: 642
placed | OrderID: 645
shipped | OrderID: 643
placed | OrderID: 646
shipped | OrderID: 644
placed | OrderID: 647
placed | OrderID: 648
shipped | OrderID: 645
shipped | OrderID: 646
shipped | OrderID: 647
placed | OrderID: 649
shipped | OrderID: 648
placed | OrderID: 650
placed | OrderID: 651
shipped | OrderID: 649
placed | OrderID: 652
shipped | OrderID: 650
placed | OrderID: 653
shipped | OrderID: 651
placed | OrderID: 654
shipped | OrderID: 652
placed | OrderID: 655
shipped | OrderID: 653
placed | OrderID: 656
placed | OrderID: 657
shipped | OrderID: 654
placed | OrderID: 658
shipped | OrderID: 655
shipped | OrderID: 656
placed | OrderID: 659
shipped | OrderID: 658
placed | OrderID: 660
placed | OrderID: 661
shipped | OrderID: 657
shipped | OrderID: 659
placed | OrderID: 662
shipped | OrderID: 660
placed | OrderID: 663
shipped | OrderID: 661
placed | OrderID: 664
shipped | OrderID: 662
placed | OrderID: 665
shipped | OrderID: 663
placed | OrderID: 666
shipped | OrderID: 664
placed | OrderID: 667
shipped | OrderID: 665
placed | OrderID: 668
shipped | OrderID: 666
placed | OrderID: 669
shipped | OrderID: 667
placed | OrderID: 670
shipped | OrderID: 668
shipped | OrderID: 669
placed | OrderID: 671
shipped | OrderID: 670
placed | OrderID: 672
placed | OrderID: 673
shipped | OrderID: 671
shipped | OrderID: 672
shipped | OrderID: 673
placed | OrderID: 674
placed | OrderID: 675
shipped | OrderID: 672
placed | OrderID: 676
placed | OrderID: 677
shipped | OrderID: 674
shipped | OrderID: 675
placed | OrderID: 678
shipped | OrderID: 676
placed | OrderID: 679
shipped | OrderID: 677
placed | OrderID: 680
shipped | OrderID: 678
placed | OrderID: 681
shipped | OrderID: 679
placed | OrderID: 682
placed | OrderID: 683
shipped | OrderID: 680
placed | OrderID: 684
shipped | OrderID: 681
placed | OrderID: 685
shipped | OrderID: 682
shipped | OrderID: 683
shipped | OrderID: 684
placed | OrderID: 686
shipped | OrderID: 685
placed | OrderID: 687
placed | OrderID: 688
placed | OrderID: 689
shipped | OrderID: 686
placed | OrderID: 690
shipped | OrderID: 687
shipped | OrderID: 688
placed | OrderID: 691
shipped | OrderID: 689
shipped | OrderID: 690
placed | OrderID: 692
placed | OrderID: 693
shipped | OrderID: 691
placed | OrderID: 694
shipped | OrderID: 692
shipped | OrderID: 693
placed | OrderID: 695
placed | OrderID: 696
shipped | OrderID: 694
placed | OrderID: 697
placed | OrderID: 698
shipped | OrderID: 695
shipped | OrderID: 696
placed | OrderID: 699
shipped | OrderID: 697
placed | OrderID: 700
shipped | OrderID: 698
placed | OrderID: 701
shipped | OrderID: 699
placed | OrderID: 702
shipped | OrderID: 700
placed | OrderID: 703
shipped | OrderID: 701
placed | OrderID: 704
shipped | OrderID: 702
placed | OrderID: 705
shipped | OrderID: 703
placed | OrderID: 706
shipped | OrderID: 704
placed | OrderID: 707
shipped | OrderID: 705
placed | OrderID: 708
placed | OrderID: 709
shipped | OrderID: 706
placed | OrderID: 710
shipped | OrderID: 707
shipped | OrderID: 708
placed | OrderID: 711
shipped | OrderID: 709
placed | OrderID: 712
shipped | OrderID: 710
shipped | OrderID: 711
shipped | OrderID: 712
placed | OrderID: 713
placed | OrderID: 714
placed | OrderID: 715
shipped | OrderID: 713
shipped | OrderID: 714
placed | OrderID: 716
shipped | OrderID: 715
placed | OrderID: 717
shipped | OrderID: 716
placed | OrderID: 718
placed | OrderID: 719
placed | OrderID: 720
shipped | OrderID: 717
shipped | OrderID: 718
placed | OrderID: 721
shipped | OrderID: 719
placed | OrderID: 722
shipped | OrderID: 720
placed | OrderID: 723
shipped | OrderID: 721
placed | OrderID: 724
shipped | OrderID: 722
placed | OrderID: 725
shipped | OrderID: 723
placed | OrderID: 726
shipped | OrderID: 724
placed | OrderID: 727
shipped | OrderID: 725
placed | OrderID: 728
shipped | OrderID: 726
shipped | OrderID: 727
placed | OrderID: 729
shipped | OrderID: 728
placed | OrderID: 730
placed | OrderID: 731
shipped | OrderID: 729
placed | OrderID: 732
shipped | OrderID: 730
placed | OrderID: 733
shipped | OrderID: 731
placed | OrderID: 734
shipped | OrderID: 732
shipped | OrderID: 733
placed | OrderID: 735
shipped | OrderID: 734
placed | OrderID: 736
placed | OrderID: 737
placed | OrderID: 738
shipped | OrderID: 735
shipped | OrderID: 736
shipped | OrderID: 737
placed | OrderID: 739
placed | OrderID: 740
shipped | OrderID: 738
placed | OrderID: 741
shipped | OrderID: 739
placed | OrderID: 742
shipped | OrderID: 740
placed | OrderID: 743
shipped | OrderID: 741
placed | OrderID: 744
shipped | OrderID: 742
shipped | OrderID: 743
placed | OrderID: 745
shipped | OrderID: 744
placed | OrderID: 746
placed | OrderID: 747
shipped | OrderID: 745
placed | OrderID: 748
shipped | OrderID: 746
placed | OrderID: 749
shipped | OrderID: 747
shipped | OrderID: 748
placed | OrderID: 750
placed | OrderID: 751
shipped | OrderID: 749
placed | OrderID: 752
shipped | OrderID: 750
placed | OrderID: 753
shipped | OrderID: 751
placed | OrderID: 754
shipped | OrderID: 752
placed | OrderID: 755
shipped | OrderID: 753
shipped | OrderID: 754
placed | OrderID: 756
shipped | OrderID: 755
placed | OrderID: 757
placed | OrderID: 758
shipped | OrderID: 756
placed | OrderID: 759
shipped | OrderID: 757
placed | OrderID: 760
placed | OrderID: 761
shipped | OrderID: 758
placed | OrderID: 762
shipped | OrderID: 759
shipped | OrderID: 760
placed | OrderID: 763
shipped | OrderID: 761
placed | OrderID: 764
shipped | OrderID: 762
shipped | OrderID: 763
placed | OrderID: 765
shipped | OrderID: 764
placed | OrderID: 766
placed | OrderID: 767
shipped | OrderID: 765
placed | OrderID: 768
placed | OrderID: 769
shipped | OrderID: 766
placed | OrderID: 770
shipped | OrderID: 767
shipped | OrderID: 768
placed | OrderID: 771
shipped | OrderID: 769
placed | OrderID: 772
shipped | OrderID: 770
placed | OrderID: 773
placed | OrderID: 774
shipped | OrderID: 771
shipped | OrderID: 772
placed | OrderID: 775
placed | OrderID: 776
shipped | OrderID: 773
placed | OrderID: 777
shipped | OrderID: 774
placed | OrderID: 778
shipped | OrderID: 775
placed | OrderID: 779
shipped | OrderID: 776
placed | OrderID: 780
shipped | OrderID: 777
shipped | OrderID: 778
placed | OrderID: 781
shipped | OrderID: 779
placed | OrderID: 782
shipped | OrderID: 780
placed | OrderID: 783
shipped | OrderID: 781
shipped | OrderID: 782
placed | OrderID: 784
shipped | OrderID: 783
placed | OrderID: 785
placed | OrderID: 786
shipped | OrderID: 781
placed | OrderID: 787
shipped | OrderID: 784
placed | OrderID: 788
shipped | OrderID: 785
placed | OrderID: 789
shipped | OrderID: 786
shipped | OrderID: 787
placed | OrderID: 790
shipped | OrderID: 788
placed | OrderID: 791
shipped | OrderID: 789
placed | OrderID: 792
placed | OrderID: 793
shipped | OrderID: 790
shipped | OrderID: 791
placed | OrderID: 794
shipped | OrderID: 792
placed | OrderID: 795
placed | OrderID: 796
shipped | OrderID: 793
shipped | OrderID: 794
placed | OrderID: 797
shipped | OrderID: 795
shipped | OrderID: 796
placed | OrderID: 798
placed | OrderID: 799
shipped | OrderID: 797
placed | OrderID: 800
shipped | OrderID: 798
placed | OrderID: 801
shipped | OrderID: 799
placed | OrderID: 802
placed | OrderID: 803
shipped | OrderID: 800
placed | OrderID: 804
shipped | OrderID: 801
shipped | OrderID: 802
shipped | OrderID: 803
placed | OrderID: 805
shipped | OrderID: 804
placed | OrderID: 806
placed | OrderID: 807
shipped | OrderID: 805
placed | OrderID: 808
shipped | OrderID: 806
placed | OrderID: 809
shipped | OrderID: 807
placed | OrderID: 810
shipped | OrderID: 808
placed | OrderID: 811
shipped | OrderID: 809
placed | OrderID: 812
shipped | OrderID: 810
placed | OrderID: 813
shipped | OrderID: 811
placed | OrderID: 814
shipped | OrderID: 812
placed | OrderID: 815
shipped | OrderID: 813
placed | OrderID: 816
shipped | OrderID: 814
placed | OrderID: 817
shipped | OrderID: 815
placed | OrderID: 818
shipped | OrderID: 816
placed | OrderID: 819
shipped | OrderID: 817
placed | OrderID: 820
shipped | OrderID: 818
placed | OrderID: 821
shipped | OrderID: 819
placed | OrderID: 822
shipped | OrderID: 820
placed | OrderID: 823
shipped | OrderID: 821
placed | OrderID: 824
shipped | OrderID: 822
placed | OrderID: 825
shipped | OrderID: 823
shipped | OrderID: 824
placed | OrderID: 826
shipped | OrderID: 825
placed | OrderID: 827
placed | OrderID: 828
shipped | OrderID: 826
placed | OrderID: 829
shipped | OrderID: 827
placed | OrderID: 830
shipped | OrderID: 828
placed | OrderID: 831
shipped | OrderID: 829
placed | OrderID: 832
placed | OrderID: 833
shipped | OrderID: 830
placed | OrderID: 834
shipped | OrderID: 831
shipped | OrderID: 832
placed | OrderID: 835
shipped | OrderID: 833
placed | OrderID: 836
shipped | OrderID: 834
placed | OrderID: 837
placed | OrderID: 838
shipped | OrderID: 835
placed | OrderID: 839
shipped | OrderID: 836
placed | OrderID: 840
shipped | OrderID: 837
shipped | OrderID: 838
placed | OrderID: 841
placed | OrderID: 842
shipped | OrderID: 839
placed | OrderID: 843
shipped | OrderID: 840
shipped | OrderID: 841
placed | OrderID: 844
shipped | OrderID: 842
shipped | OrderID: 843
placed | OrderID: 845
placed | OrderID: 846
shipped | OrderID: 844
shipped | OrderID: 845
placed | OrderID: 847
shipped | OrderID: 846
placed | OrderID: 848
shipped | OrderID: 847
placed | OrderID: 849
placed | OrderID: 850
shipped | OrderID: 848
placed | OrderID: 851
placed | OrderID: 852
shipped | OrderID: 849
placed | OrderID: 853
shipped | OrderID: 850
placed | OrderID: 854
shipped | OrderID: 851
shipped | OrderID: 852
shipped | OrderID: 853
placed | OrderID: 855
shipped | OrderID: 854
placed | OrderID: 856
placed | OrderID: 857
shipped | OrderID: 855
placed | OrderID: 858
shipped | OrderID: 856
shipped | OrderID: 857
placed | OrderID: 859
placed | OrderID: 860
shipped | OrderID: 858
placed | OrderID: 861
shipped | OrderID: 859
placed | OrderID: 862
shipped | OrderID: 860
placed | OrderID: 863
shipped | OrderID: 861
placed | OrderID: 864
shipped | OrderID: 862
placed | OrderID: 865
shipped | OrderID: 863
placed | OrderID: 866
shipped | OrderID: 864
placed | OrderID: 867
placed | OrderID: 868
shipped | OrderID: 865
placed | OrderID: 869
shipped | OrderID: 866
placed | OrderID: 870
shipped | OrderID: 867
placed | OrderID: 871
shipped | OrderID: 868
placed | OrderID: 872
shipped | OrderID: 869
shipped | OrderID: 870
placed | OrderID: 873
shipped | OrderID: 871
shipped | OrderID: 872
shipped | OrderID: 873
placed | OrderID: 874
placed | OrderID: 875
placed | OrderID: 876
placed | OrderID: 877
shipped | OrderID: 874
shipped | OrderID: 875
placed | OrderID: 878
shipped | OrderID: 876
placed | OrderID: 879
shipped | OrderID: 877
shipped | OrderID: 878
placed | OrderID: 880
placed | OrderID: 881
shipped | OrderID: 879
placed | OrderID: 882
shipped | OrderID: 880
shipped | OrderID: 881
placed | OrderID: 883
shipped | OrderID: 882
placed | OrderID: 884
placed | OrderID: 885
shipped | OrderID: 883
placed | OrderID: 886
shipped | OrderID: 884
placed | OrderID: 887
shipped | OrderID: 885
placed | OrderID: 888
shipped | OrderID: 886
placed | OrderID: 889
shipped | OrderID: 887
placed | OrderID: 890
shipped | OrderID: 888
placed | OrderID: 891
shipped | OrderID: 889
placed | OrderID: 892
shipped | OrderID: 890
placed | OrderID: 893
shipped | OrderID: 891
placed | OrderID: 894
shipped | OrderID: 892
placed | OrderID: 895
placed | OrderID: 896
shipped | OrderID: 893
shipped | OrderID: 894
placed | OrderID: 897
shipped | OrderID: 895
placed | OrderID: 898
shipped | OrderID: 896
placed | OrderID: 899
placed | OrderID: 900
shipped | OrderID: 897
shipped | OrderID: 898
placed | OrderID: 901
shipped | OrderID: 899
placed | OrderID: 902
shipped | OrderID: 900
placed | OrderID: 903
shipped | OrderID: 901
placed | OrderID: 904
shipped | OrderID: 902
shipped | OrderID: 903
placed | OrderID: 905
placed | OrderID: 906
shipped | OrderID: 904
placed | OrderID: 907
placed | OrderID: 908
shipped | OrderID: 905
placed | OrderID: 909
shipped | OrderID: 906
placed | OrderID: 910
shipped | OrderID: 907
shipped | OrderID: 908
placed | OrderID: 911
shipped | OrderID: 909
placed | OrderID: 912
placed | OrderID: 913
shipped | OrderID: 910
placed | OrderID: 914
shipped | OrderID: 911
shipped | OrderID: 912
placed | OrderID: 915
placed | OrderID: 916
shipped | OrderID: 913
shipped | OrderID: 914
placed | OrderID: 917
shipped | OrderID: 915
shipped | OrderID: 916
placed | OrderID: 918
placed | OrderID: 919
shipped | OrderID: 917
placed | OrderID: 920
placed | OrderID: 921
shipped | OrderID: 918
placed | OrderID: 922
shipped | OrderID: 919
shipped | OrderID: 920
shipped | OrderID: 921
placed | OrderID: 923
shipped | OrderID: 922
placed | OrderID: 924
placed | OrderID: 925
shipped | OrderID: 923
placed | OrderID: 926
placed | OrderID: 927
shipped | OrderID: 924
placed | OrderID: 928
shipped | OrderID: 925
placed | OrderID: 929
shipped | OrderID: 926
shipped | OrderID: 927
placed | OrderID: 930
shipped | OrderID: 928
placed | OrderID: 931
shipped | OrderID: 929
placed | OrderID: 932
shipped | OrderID: 930
placed | OrderID: 933
placed | OrderID: 934
shipped | OrderID: 931
placed | OrderID: 935
shipped | OrderID: 932
placed | OrderID: 936
shipped | OrderID: 933
placed | OrderID: 937
shipped | OrderID: 934
placed | OrderID: 938
shipped | OrderID: 935
shipped | OrderID: 936
shipped | OrderID: 937
placed | OrderID: 939
placed | OrderID: 940
shipped | OrderID: 938
placed | OrderID: 941
shipped | OrderID: 939
placed | OrderID: 942
shipped | OrderID: 940
shipped | OrderID: 941
shipped | OrderID: 942
placed | OrderID: 943
placed | OrderID: 944
placed | OrderID: 945
shipped | OrderID: 943
placed | OrderID: 946
shipped | OrderID: 944
placed | OrderID: 947
shipped | OrderID: 945
placed | OrderID: 948
shipped | OrderID: 946
placed | OrderID: 949
shipped | OrderID: 947
placed | OrderID: 950
shipped | OrderID: 948
placed | OrderID: 951
shipped | OrderID: 949
shipped | OrderID: 950
placed | OrderID: 952
placed | OrderID: 953
shipped | OrderID: 951
placed | OrderID: 954
shipped | OrderID: 952
placed | OrderID: 955
shipped | OrderID: 953
placed | OrderID: 956
placed | OrderID: 957
shipped | OrderID: 954
shipped | OrderID: 955
placed | OrderID: 958
shipped | OrderID: 956
placed | OrderID: 959
placed | OrderID: 960
shipped | OrderID: 957
shipped | OrderID: 958
placed | OrderID: 961
shipped | OrderID: 959
placed | OrderID: 962
shipped | OrderID: 960
placed | OrderID: 963
shipped | OrderID: 961
placed | OrderID: 964
shipped | OrderID: 962
placed | OrderID: 965
shipped | OrderID: 963
placed | OrderID: 966
shipped | OrderID: 964
placed | OrderID: 967
shipped | OrderID: 965
shipped | OrderID: 966
placed | OrderID: 968
shipped | OrderID: 967
placed | OrderID: 969
placed | OrderID: 970
shipped | OrderID: 968
placed | OrderID: 971
placed | OrderID: 972
shipped | OrderID: 969
placed | OrderID: 973
shipped | OrderID: 970
shipped | OrderID: 971
placed | OrderID: 974
shipped | OrderID: 972
shipped | OrderID: 973
placed | OrderID: 975
refunded | OrderID: 974
placed | OrderID: 976
placed | OrderID: 977
shipped | OrderID: 975
placed | OrderID: 978
shipped | OrderID: 976
placed | OrderID: 979
shipped | OrderID: 977
placed | OrderID: 980
shipped | OrderID: 978
placed | OrderID: 981
shipped | OrderID: 979
placed | OrderID: 982
placed | OrderID: 983
shipped | OrderID: 980
shipped | OrderID: 981
shipped | OrderID: 982
placed | OrderID: 984
shipped | OrderID: 983
placed | OrderID: 985
placed | OrderID: 986
shipped | OrderID: 984
placed | OrderID: 987
shipped | OrderID: 985
shipped | OrderID: 986
placed | OrderID: 988
placed | OrderID: 989
shipped | OrderID: 987
placed | OrderID: 990
shipped | OrderID: 988
placed | OrderID: 991
shipped | OrderID: 989
placed | OrderID: 992
shipped | OrderID: 990
placed | OrderID: 993
shipped | OrderID: 991
shipped | OrderID: 992
placed | OrderID: 994
shipped | OrderID: 993
placed | OrderID: 995
placed | OrderID: 996
shipped | OrderID: 994
placed | OrderID: 997
shipped | OrderID: 995
placed | OrderID: 998
shipped | OrderID: 996
placed | OrderID: 999
shipped | OrderID: 997
shipped | OrderID: 998
placed | OrderID: 1000
placed | OrderID: 1001
shipped | OrderID: 999
placed | OrderID: 1002
shipped | OrderID: 1000
shipped | OrderID: 1001
placed | OrderID: 1003
shipped | OrderID: 1002
placed | OrderID: 1004
placed | OrderID: 1005
shipped | OrderID: 1003
shipped | OrderID: 1004
placed | OrderID: 1006
placed | OrderID: 1007
shipped | OrderID: 1005
placed | OrderID: 1008
placed | OrderID: 1009
shipped | OrderID: 1006
placed | OrderID: 1010
shipped | OrderID: 1007
placed | OrderID: 1011
shipped | OrderID: 1008
shipped | OrderID: 1009
placed | OrderID: 1012
placed | OrderID: 1013
shipped | OrderID: 1010
shipped | OrderID: 1011
placed | OrderID: 1014
placed | OrderID: 1015
shipped | OrderID: 1012
shipped | OrderID: 1013
placed | OrderID: 1016
placed | OrderID: 1017
shipped | OrderID: 1014
placed | OrderID: 1018
shipped | OrderID: 1015
placed | OrderID: 1019
shipped | OrderID: 1016
shipped | OrderID: 1017
placed | OrderID: 1020
shipped | OrderID: 1018
placed | OrderID: 1021
placed | OrderID: 1022
shipped | OrderID: 1019
shipped | OrderID: 1020
placed | OrderID: 1023
shipped | OrderID: 1021
placed | OrderID: 1024
shipped | OrderID: 1022
placed | OrderID: 1025
shipped | OrderID: 1023
shipped | OrderID: 1024
placed | OrderID: 1026
shipped | OrderID: 1025
placed | OrderID: 1027
placed | OrderID: 1028
shipped | OrderID: 1026
placed | OrderID: 1029
shipped | OrderID: 1027
placed | OrderID: 1030
shipped | OrderID: 1028
placed | OrderID: 1031
shipped | OrderID: 1029
placed | OrderID: 1032
shipped | OrderID: 1030
placed | OrderID: 1033
placed | OrderID: 1034
shipped | OrderID: 1031
shipped | OrderID: 1032
placed | OrderID: 1035
shipped | OrderID: 1033
placed | OrderID: 1036
placed | OrderID: 1037
shipped | OrderID: 1034
shipped | OrderID: 1035
shipped | OrderID: 1036
placed | OrderID: 1038
shipped | OrderID: 1037
placed | OrderID: 1039
shipped | OrderID: 1038
placed | OrderID: 1040
placed | OrderID: 1041
shipped | OrderID: 1039
placed | OrderID: 1042
placed | OrderID: 1043
shipped | OrderID: 1040
placed | OrderID: 1044
shipped | OrderID: 1041
shipped | OrderID: 1042
placed | OrderID: 1045
shipped | OrderID: 1043
shipped | OrderID: 1044
placed | OrderID: 1046
shipped | OrderID: 1045
placed | OrderID: 1047
placed | OrderID: 1048
placed | OrderID: 1049
shipped | OrderID: 1046
shipped | OrderID: 1047
placed | OrderID: 1050
shipped | OrderID: 1048
placed | OrderID: 1051
shipped | OrderID: 1049
placed | OrderID: 1052
shipped | OrderID: 1050
placed | OrderID: 1053
shipped | OrderID: 1051
placed | OrderID: 1054
shipped | OrderID: 1052
shipped | OrderID: 1053
placed | OrderID: 1055
shipped | OrderID: 1054
placed | OrderID: 1056
placed | OrderID: 1057
placed | OrderID: 1058
shipped | OrderID: 1055
placed | OrderID: 1059
shipped | OrderID: 1056
shipped | OrderID: 1057
placed | OrderID: 1060
placed | OrderID: 1061
shipped | OrderID: 1058
placed | OrderID: 1062
shipped | OrderID: 1059
shipped | OrderID: 1060
placed | OrderID: 1063
shipped | OrderID: 1061
placed | OrderID: 1064
shipped | OrderID: 1062
placed | OrderID: 1065
shipped | OrderID: 1063
placed | OrderID: 1066
shipped | OrderID: 1064
placed | OrderID: 1067
shipped | OrderID: 1065
placed | OrderID: 1068
placed | OrderID: 1069
shipped | OrderID: 1066
shipped | OrderID: 1067
placed | OrderID: 1070
shipped | OrderID: 1068
placed | OrderID: 1071
shipped | OrderID: 1069
placed | OrderID: 1072
shipped | OrderID: 1070
placed | OrderID: 1073
shipped | OrderID: 1071
shipped | OrderID: 1072
shipped | OrderID: 1073
placed | OrderID: 1074
placed | OrderID: 1075
shipped | OrderID: 1074
placed | OrderID: 1076
shipped | OrderID: 1075
placed | OrderID: 1077
shipped | OrderID: 1076
placed | OrderID: 1078
shipped | OrderID: 1077
placed | OrderID: 1079
placed | OrderID: 1080
shipped | OrderID: 1078
placed | OrderID: 1081
shipped | OrderID: 1079
placed | OrderID: 1082
shipped | OrderID: 1080
placed | OrderID: 1083
shipped | OrderID: 1081
placed | OrderID: 1084
placed | OrderID: 1085
shipped | OrderID: 1082
shipped | OrderID: 1083
placed | OrderID: 1086
shipped | OrderID: 1084
placed | OrderID: 1087
shipped | OrderID: 1085
placed | OrderID: 1088
shipped | OrderID: 1086
placed | OrderID: 1089
shipped | OrderID: 1087
placed | OrderID: 1090
shipped | OrderID: 1088
placed | OrderID: 1091
shipped | OrderID: 1089
placed | OrderID: 1092
shipped | OrderID: 1090
placed | OrderID: 1093
shipped | OrderID: 1091
shipped | OrderID: 1092
placed | OrderID: 1094
placed | OrderID: 1095
placed | OrderID: 1096
shipped | OrderID: 1093
shipped | OrderID: 1094
placed | OrderID: 1097
placed | OrderID: 1098
shipped | OrderID: 1095
shipped | OrderID: 1096
placed | OrderID: 1099
shipped | OrderID: 1097
placed | OrderID: 1100
shipped | OrderID: 1098
placed | OrderID: 1101
shipped | OrderID: 1099
placed | OrderID: 1102
placed | OrderID: 1103
shipped | OrderID: 1100
placed | OrderID: 1104
shipped | OrderID: 1101
placed | OrderID: 1105
shipped | OrderID: 1102
shipped | OrderID: 1103
placed | OrderID: 1106
shipped | OrderID: 1104
shipped | OrderID: 1105
placed | OrderID: 1107
placed | OrderID: 1108
shipped | OrderID: 1106
placed | OrderID: 1109
placed | OrderID: 1110
shipped | OrderID: 1107
placed | OrderID: 1111
shipped | OrderID: 1108
shipped | OrderID: 1109
placed | OrderID: 1112
placed | OrderID: 1113
shipped | OrderID: 1110
shipped | OrderID: 1111
placed | OrderID: 1114
shipped | OrderID: 1112
placed | OrderID: 1115
shipped | OrderID: 1113
placed | OrderID: 1116
placed | OrderID: 1117
shipped | OrderID: 1114
shipped | OrderID: 1115
placed | OrderID: 1118
shipped | OrderID: 1116
placed | OrderID: 1119
shipped | OrderID: 1117
placed | OrderID: 1120
shipped | OrderID: 1118
placed | OrderID: 1121
shipped | OrderID: 1119
placed | OrderID: 1122
shipped | OrderID: 1120
placed | OrderID: 1123
shipped | OrderID: 1121
placed | OrderID: 1124
shipped | OrderID: 1122
placed | OrderID: 1125
shipped | OrderID: 1123
placed | OrderID: 1126
shipped | OrderID: 1124
placed | OrderID: 1127
shipped | OrderID: 1125
shipped | OrderID: 1126
placed | OrderID: 1128
placed | OrderID: 1129
shipped | OrderID: 1127
placed | OrderID: 1130
placed | OrderID: 1131
shipped | OrderID: 1128
shipped | OrderID: 1129
placed | OrderID: 1132
shipped | OrderID: 1130
placed | OrderID: 1133
shipped | OrderID: 1131
shipped | OrderID: 1132
placed | OrderID: 1134
placed | OrderID: 1135
shipped | OrderID: 1133
placed | OrderID: 1136
shipped | OrderID: 1134
shipped | OrderID: 1135
placed | OrderID: 1137
shipped | OrderID: 1136
placed | OrderID: 1138
shipped | OrderID: 1137
placed | OrderID: 1139
placed | OrderID: 1140
shipped | OrderID: 1138
placed | OrderID: 1141
shipped | OrderID: 1139
placed | OrderID: 1142
shipped | OrderID: 1140
placed | OrderID: 1143
shipped | OrderID: 1141
placed | OrderID: 1144
shipped | OrderID: 1142
placed | OrderID: 1145
shipped | OrderID: 1143
placed | OrderID: 1146
shipped | OrderID: 1144
placed | OrderID: 1147
shipped | OrderID: 1145
placed | OrderID: 1148
shipped | OrderID: 1146
placed | OrderID: 1149
shipped | OrderID: 1147
placed | OrderID: 1150
shipped | OrderID: 1148
placed | OrderID: 1151
placed | OrderID: 1152
shipped | OrderID: 1149
placed | OrderID: 1153
placed | OrderID: 1154
shipped | OrderID: 1150
shipped | OrderID: 1151
shipped | OrderID: 1152
placed | OrderID: 1155
placed | OrderID: 1156
shipped | OrderID: 1153
placed | OrderID: 1157
shipped | OrderID: 1154
shipped | OrderID: 1155
placed | OrderID: 1158
shipped | OrderID: 1157
placed | OrderID: 1159
shipped | OrderID: 1156
placed | OrderID: 1160
placed | OrderID: 1161
shipped | OrderID: 1158
shipped | OrderID: 1159
shipped | OrderID: 1160
placed | OrderID: 1162
shipped | OrderID: 1161
placed | OrderID: 1163
shipped | OrderID: 1162
placed | OrderID: 1164
placed | OrderID: 1165
shipped | OrderID: 1163
placed | OrderID: 1166
shipped | OrderID: 1164
placed | OrderID: 1167
shipped | OrderID: 1165
placed | OrderID: 1168
shipped | OrderID: 1166
placed | OrderID: 1169
shipped | OrderID: 1167
placed | OrderID: 1170
shipped | OrderID: 1168
placed | OrderID: 1171
placed | OrderID: 1172
shipped | OrderID: 1169
placed | OrderID: 1173
shipped | OrderID: 1170
shipped | OrderID: 1171
placed | OrderID: 1174
placed | OrderID: 1175
shipped | OrderID: 1172
placed | OrderID: 1176
shipped | OrderID: 1173
shipped | OrderID: 1174
placed | OrderID: 1177
shipped | OrderID: 1175
placed | OrderID: 1178
shipped | OrderID: 1176
placed | OrderID: 1179
shipped | OrderID: 1177
placed | OrderID: 1180
shipped | OrderID: 1178
placed | OrderID: 1181
shipped | OrderID: 1179
placed | OrderID: 1182
shipped | OrderID: 1180
placed | OrderID: 1183
shipped | OrderID: 1181
shipped | OrderID: 1182
placed | OrderID: 1184
shipped | OrderID: 1183
placed | OrderID: 1185
placed | OrderID: 1186
shipped | OrderID: 1184
placed | OrderID: 1187
shipped | OrderID: 1185
shipped | OrderID: 1186
placed | OrderID: 1188
placed | OrderID: 1189
shipped | OrderID: 1187
placed | OrderID: 1190
shipped | OrderID: 1188
placed | OrderID: 1191
shipped | OrderID: 1189
placed | OrderID: 1192
shipped | OrderID: 1190
placed | OrderID: 1193
shipped | OrderID: 1191
placed | OrderID: 1194
shipped | OrderID: 1192
placed | OrderID: 1195
shipped | OrderID: 1193
placed | OrderID: 1196
shipped | OrderID: 1194
placed | OrderID: 1197
